client_id,age,occupation,income,risk_profile,savings_rate,n_holdings,invested_total,current_total,pnl_pct,redemptions_90d,sip_missed_3m,sip_active,idle_cash,has_insurance,has_elss,has_debt,large_cap_pct,is_hni,behavioral_risk_label,priority_label,health_score_label,lead_label
CL4949,49,Self-Employed,700000,Moderate,0.565,3,347416,362944.0,0.045,0,0,1,10000,0,1,1,0.0,1,low,0,75.5,1
CL4950,27,Salaried,150000,Aggressive,0.5,4,785334,943308.0,0.201,1,0,1,0,0,1,1,0.0,0,medium,0,73.7,0
CL4951,56,Business Owner,250000,Moderate,0.464,0,0,0.0,0.0,0,0,1,150000,1,0,0,0.0,0,low,0,79.6,1
CL4952,32,Business Owner,250000,Moderate,0.52,1,149035,174479.0,0.171,0,0,1,400000,1,0,0,0.625,0,low,0,54.4,1
CL4953,49,Business Owner,250000,Conservative,0.405,4,745742,896236.0,0.202,0,1,1,0,1,1,0,0.503,0,medium,0,79.7,0
CL4954,23,Self-Employed,400000,Conservative,0.56,0,0,0.0,0.0,1,0,1,150000,0,0,0,0.0,1,medium,1,62.3,0
CL4955,26,Business Owner,100000,Aggressive,0.162,2,599998,750984.0,0.252,0,1,1,50000,1,0,0,0.718,0,low,0,56.8,1
CL4956,27,Business Owner,50000,Conservative,0.289,2,396614,470022.0,0.185,0,0,1,150000,0,0,1,0.591,0,low,0,71.5,1
CL4957,42,Business Owner,250000,Moderate,0.517,0,0,0.0,0.0,1,0,1,150000,1,0,0,0.0,0,low,0,72.2,1
CL4958,30,Salaried,150000,Aggressive,0.403,3,795616,878943.0,0.105,1,0,1,0,1,0,1,0.0,0,medium,0,89.4,1
CL4959,43,Self-Employed,250000,Moderate,0.33,3,715502,621234.0,-0.132,1,1,1,0,1,1,0,0.0,0,high,1,79.7,0
CL4960,37,Business Owner,75000,Moderate,0.173,1,158659,157912.0,-0.005,0,0,1,50000,1,0,0,0.0,0,low,0,79.9,1
CL4961,35,Business Owner,50000,Aggressive,0.42,0,0,0.0,0.0,0,0,1,50000,1,0,0,0.0,0,low,0,79.3,1
CL4962,29,Salaried,150000,Aggressive,0.331,1,120240,123567.0,0.028,0,0,0,50000,0,0,0,0.0,0,medium,0,53.5,1
CL4963,37,Business Owner,75000,Aggressive,0.389,3,772954,894336.0,0.157,0,0,1,0,1,1,1,0.0,0,low,0,100.0,0
CL4964,28,Self-Employed,50000,Conservative,0.66,1,160522,171130.0,0.066,1,0,1,0,0,0,0,0.0,0,medium,0,63.0,1
CL4965,38,Self-Employed,700000,Aggressive,0.327,5,768047,704204.0,-0.083,1,0,1,0,0,0,1,0.704,1,medium,1,52.7,1
CL4966,30,Business Owner,400000,Aggressive,0.08,1,85187,71433.0,-0.161,2,0,0,400000,1,0,1,0.0,1,high,1,87.0,0
CL4967,52,Salaried,400000,Conservative,0.238,3,714892,586225.0,-0.18,1,0,1,10000,0,0,1,0.0,1,high,1,83.1,1
CL4968,43,Self-Employed,250000,Moderate,0.405,3,816061,748594.0,-0.083,0,0,1,0,0,0,0,0.439,0,low,0,52.2,1
CL4969,24,Business Owner,35000,Aggressive,0.456,4,612226,726412.0,0.187,0,0,1,50000,1,1,0,0.0,0,medium,0,85.8,0
CL4970,29,Self-Employed,400000,Moderate,0.497,0,0,0.0,0.0,0,1,1,0,1,0,0,0.0,1,medium,0,82.3,1
CL4971,39,Business Owner,50000,Aggressive,0.284,4,911867,1058643.0,0.161,0,0,1,0,0,0,0,0.58,0,low,0,52.4,1
CL4972,39,Salaried,400000,Aggressive,0.51,3,533995,588239.0,0.102,0,0,1,0,1,0,1,0.0,1,low,0,86.4,1
CL4973,35,Salaried,700000,Conservative,0.413,4,762401,433877.0,-0.431,1,0,1,400000,1,1,0,0.743,1,medium,1,65.6,1
CL4974,40,Business Owner,50000,Conservative,0.522,3,595100,665722.0,0.119,1,0,1,0,1,0,1,0.0,0,medium,0,89.3,1
CL4975,49,Salaried,50000,Conservative,0.232,5,1359809,1492323.0,0.097,0,0,0,10000,1,1,1,0.0,0,medium,0,96.4,0
CL4976,60,Self-Employed,75000,Aggressive,0.215,4,694818,619708.0,-0.108,0,2,0,0,1,1,0,0.447,0,high,1,77.6,0
CL4977,42,Business Owner,50000,Moderate,0.458,4,1082246,1049628.0,-0.03,0,0,1,50000,0,0,1,0.848,0,low,0,48.0,1
CL4978,39,Salaried,50000,Moderate,0.751,5,1042173,816830.0,-0.216,0,0,1,0,0,1,0,0.68,0,low,0,44.8,1
CL4979,61,Business Owner,250000,Aggressive,0.05,1,50337,64623.0,0.284,2,0,1,0,1,0,0,0.0,0,medium,0,84.1,1
CL4980,34,Business Owner,700000,Aggressive,0.092,0,0,0.0,0.0,0,0,1,150000,0,0,0,0.0,1,low,0,59.4,1
CL4981,60,Salaried,250000,Moderate,0.61,4,511559,350211.0,-0.315,0,0,1,150000,0,1,0,0.0,0,low,0,68.7,0
CL4982,28,Self-Employed,250000,Aggressive,0.8,1,47255,49258.0,0.042,1,0,1,50000,1,0,0,0.0,0,low,0,72.2,1
CL4983,24,Business Owner,50000,Aggressive,0.67,2,103994,113276.0,0.089,0,0,1,0,1,0,1,0.0,0,low,0,91.8,1
CL4984,58,Self-Employed,35000,Moderate,0.491,3,680345,860744.0,0.265,1,0,0,150000,0,0,0,0.602,0,medium,0,41.1,1
CL4985,48,Salaried,75000,Moderate,0.291,4,752685,731063.0,-0.029,0,0,1,50000,0,1,1,0.55,0,low,0,82.2,1
CL4986,35,Business Owner,250000,Conservative,0.467,5,1095368,1045514.0,-0.046,0,0,1,150000,0,1,1,0.432,0,low,0,87.9,1
CL4987,49,Business Owner,400000,Conservative,0.473,5,989813,879759.0,-0.111,0,1,1,50000,1,0,1,0.834,1,medium,1,88.7,1
CL4988,46,Business Owner,75000,Aggressive,0.492,2,379587,403111.0,0.062,0,0,0,400000,1,1,0,0.0,0,low,0,88.4,0
CL4989,55,Self-Employed,100000,Moderate,0.05,2,226805,208838.0,-0.079,0,1,1,50000,0,1,0,0.0,0,medium,0,56.9,0
CL4990,31,Self-Employed,150000,Moderate,0.552,0,0,0.0,0.0,0,0,1,50000,1,0,0,0.0,0,low,0,79.6,1
CL4991,26,Salaried,75000,Moderate,0.074,4,726467,733951.0,0.01,0,0,1,50000,1,1,0,0.425,0,low,0,85.5,0
CL4992,33,Salaried,150000,Conservative,0.163,4,630609,607258.0,-0.037,0,0,1,50000,1,0,0,0.793,0,low,0,56.8,1
CL4993,23,Self-Employed,400000,Moderate,0.512,0,0,0.0,0.0,0,0,0,50000,1,0,0,0.0,1,medium,0,77.0,1
CL4994,29,Salaried,700000,Moderate,0.342,5,817940,863564.0,0.056,0,0,0,400000,1,1,0,0.0,1,medium,0,79.7,0
CL4995,46,Salaried,150000,Moderate,0.301,0,0,0.0,0.0,0,1,0,50000,0,0,0,0.0,0,high,0,58.3,1
CL4996,46,Self-Employed,250000,Moderate,0.308,2,483961,470386.0,-0.028,2,1,0,0,1,1,1,0.0,0,high,1,100.0,0
CL4997,54,Self-Employed,35000,Moderate,0.264,0,0,0.0,0.0,0,0,1,10000,1,0,0,0.0,0,low,0,83.2,1
CL4998,53,Business Owner,100000,Aggressive,0.239,5,755964,1027830.0,0.36,1,0,1,50000,1,1,0,0.782,0,medium,0,73.3,0
CL4999,27,Salaried,250000,Conservative,0.541,3,663307,678875.0,0.023,0,0,1,10000,0,0,1,0.578,0,low,0,71.2,1
CL5000,60,Business Owner,50000,Conservative,0.402,2,604941,709781.0,0.173,0,0,1,50000,0,0,0,0.0,0,low,0,65.3,1
CL5001,44,Self-Employed,250000,Moderate,0.375,0,0,0.0,0.0,0,1,1,0,0,0,0,0.0,0,medium,0,53.0,1
CL5002,34,Salaried,400000,Moderate,0.396,1,295193,297837.0,0.009,0,0,1,400000,0,0,0,0.0,1,low,0,56.1,1
CL5003,60,Business Owner,400000,Moderate,0.329,3,849066,920421.0,0.084,2,1,1,10000,1,1,0,0.322,1,high,1,81.9,1
CL5004,29,Business Owner,150000,Conservative,0.408,1,136946,139303.0,0.017,0,0,1,150000,0,0,1,0.0,0,low,0,64.4,1
CL5005,44,Salaried,50000,Aggressive,0.448,3,646768,788855.0,0.22,0,0,1,0,1,1,0,0.836,0,low,0,64.1,0
CL5006,36,Business Owner,35000,Aggressive,0.404,5,851327,776837.0,-0.087,1,0,1,50000,1,0,0,0.658,0,medium,0,55.8,1
CL5007,25,Salaried,700000,Moderate,0.394,3,289669,256979.0,-0.113,1,0,1,0,1,1,1,0.0,1,medium,1,96.3,1
CL5008,45,Business Owner,700000,Conservative,0.251,3,294136,339455.0,0.154,1,1,0,50000,1,0,0,0.59,1,high,1,82.8,1
CL5009,47,Business Owner,700000,Moderate,0.652,4,984343,1189394.0,0.208,0,0,1,0,1,1,0,0.0,1,low,0,82.1,0
CL5010,60,Self-Employed,400000,Moderate,0.294,2,407468,426512.0,0.047,0,0,1,0,1,0,1,0.0,1,low,1,100.0,1
CL5011,42,Self-Employed,250000,Aggressive,0.516,0,0,0.0,0.0,0,0,1,150000,1,0,0,0.0,0,low,0,73.9,1
CL5012,40,Salaried,150000,Aggressive,0.523,5,1086694,1044010.0,-0.039,1,1,1,50000,0,1,1,0.0,0,medium,0,77.2,1
CL5013,57,Business Owner,400000,Aggressive,0.438,4,991675,1101994.0,0.111,0,1,1,10000,0,1,1,0.716,1,low,1,61.1,1
CL5014,43,Business Owner,35000,Aggressive,0.237,4,759865,741806.0,-0.024,0,0,1,0,1,1,0,0.517,0,medium,0,84.8,0
CL5015,40,Business Owner,250000,Conservative,0.457,3,582466,837897.0,0.439,1,1,1,400000,0,1,1,0.585,0,medium,0,82.5,0
CL5016,26,Self-Employed,700000,Conservative,0.05,4,644755,710611.0,0.102,0,0,1,150000,1,1,0,0.319,1,low,0,92.1,0
CL5017,43,Business Owner,400000,Aggressive,0.413,4,1112377,1286905.0,0.157,0,0,0,400000,1,0,0,0.318,1,low,0,77.1,0
CL5018,35,Business Owner,100000,Aggressive,0.468,1,226406,121689.0,-0.463,0,0,1,50000,1,0,0,0.0,0,medium,0,73.7,1
CL5019,53,Business Owner,150000,Moderate,0.238,1,271239,333452.0,0.229,0,1,1,0,1,0,0,0.409,0,medium,0,88.0,1
CL5020,49,Business Owner,700000,Aggressive,0.53,3,678921,786877.0,0.159,0,1,1,150000,0,0,1,0.306,1,medium,1,82.1,1
CL5021,35,Business Owner,75000,Moderate,0.544,1,379053,328569.0,-0.133,0,0,1,150000,0,0,0,0.0,0,low,1,57.7,1
CL5022,24,Self-Employed,150000,Moderate,0.505,2,592353,663943.0,0.121,0,1,1,10000,0,0,0,0.0,0,low,0,60.5,1
CL5023,42,Salaried,150000,Moderate,0.541,4,792362,746307.0,-0.058,0,0,1,0,1,0,0,0.691,0,low,0,53.1,1
CL5024,27,Business Owner,75000,Aggressive,0.446,1,286170,316545.0,0.106,0,2,1,0,1,0,0,0.0,0,high,0,76.7,1
CL5025,60,Salaried,75000,Moderate,0.539,1,222019,235866.0,0.062,0,0,1,10000,1,0,0,0.0,0,medium,0,78.5,1
CL5026,48,Business Owner,400000,Moderate,0.293,4,505842,495866.0,-0.02,1,0,0,10000,0,0,0,0.463,1,high,1,59.1,0
CL5027,30,Business Owner,250000,Moderate,0.182,2,544407,526734.0,-0.032,1,2,1,50000,0,1,0,0.0,0,high,0,65.0,0
CL5028,49,Business Owner,50000,Conservative,0.31,3,408681,442417.0,0.083,0,0,1,10000,0,1,1,0.0,0,low,0,80.5,0
CL5029,62,Salaried,150000,Conservative,0.45,0,0,0.0,0.0,0,0,1,10000,1,0,0,0.0,0,low,0,81.5,1
CL5030,51,Self-Employed,400000,Conservative,0.514,3,927271,806259.0,-0.131,0,0,0,50000,0,0,0,0.0,1,high,1,59.6,1
CL5031,23,Salaried,100000,Aggressive,0.418,2,636346,767238.0,0.206,0,0,1,400000,0,0,0,0.545,0,low,0,47.2,1
CL5032,31,Self-Employed,100000,Aggressive,0.077,3,466049,422472.0,-0.094,1,0,0,400000,1,0,0,0.0,0,medium,0,82.6,1
CL5033,37,Business Owner,150000,Moderate,0.238,3,709009,578358.0,-0.184,0,0,0,150000,1,0,1,0.0,0,medium,0,94.6,0
CL5034,55,Business Owner,75000,Aggressive,0.276,4,842544,927668.0,0.101,0,0,1,10000,1,0,0,0.878,0,low,0,65.8,1
CL5035,50,Business Owner,75000,Aggressive,0.187,3,951946,750522.0,-0.212,0,0,0,0,1,0,0,0.899,0,medium,1,64.2,0
CL5036,41,Self-Employed,700000,Conservative,0.475,1,154907,134332.0,-0.133,0,1,1,50000,1,0,0,0.0,1,medium,1,77.2,1
CL5037,62,Business Owner,50000,Aggressive,0.551,2,687221,656738.0,-0.044,0,0,1,0,1,0,0,0.331,0,low,0,82.4,1
CL5038,45,Self-Employed,250000,Moderate,0.521,5,1449406,1264611.0,-0.127,2,0,1,0,1,1,0,0.769,0,high,1,60.8,1
CL5039,45,Salaried,700000,Aggressive,0.05,3,244510,227216.0,-0.071,1,0,1,10000,0,0,0,0.0,1,medium,0,66.9,1
CL5040,37,Self-Employed,150000,Conservative,0.478,4,780061,600200.0,-0.231,0,1,1,400000,1,1,0,0.364,0,low,1,88.5,1
CL5041,45,Self-Employed,35000,Aggressive,0.386,3,823005,579700.0,-0.296,0,0,0,0,0,0,0,0.463,0,medium,0,69.8,1
CL5042,36,Business Owner,75000,Aggressive,0.454,1,94547,86190.0,-0.088,0,1,0,10000,1,0,1,0.0,0,medium,0,97.4,1
CL5043,46,Business Owner,250000,Moderate,0.169,1,178090,161152.0,-0.095,0,0,1,10000,0,1,0,0.0,0,low,0,67.5,0
CL5044,45,Business Owner,700000,Aggressive,0.589,1,140290,164634.0,0.174,0,0,1,150000,1,0,0,0.0,1,low,0,83.7,1
CL5045,41,Salaried,100000,Conservative,0.581,4,1108919,1102741.0,-0.006,0,0,1,150000,1,0,0,0.309,0,medium,0,74.3,1
CL5046,59,Self-Employed,250000,Conservative,0.252,5,899459,954178.0,0.061,0,0,1,50000,1,1,1,0.0,0,low,0,100.0,0
CL5047,60,Self-Employed,150000,Aggressive,0.3,5,1276778,1043550.0,-0.183,1,0,1,400000,1,0,1,0.838,0,high,1,71.6,1
CL5048,33,Salaried,700000,Aggressive,0.526,5,1086594,1059850.0,-0.025,2,0,0,50000,0,1,1,0.0,1,high,1,80.7,0
CL5049,31,Self-Employed,35000,Moderate,0.434,4,936459,1111697.0,0.187,1,0,1,150000,0,0,1,0.897,0,medium,0,53.1,1
CL5050,35,Salaried,75000,Conservative,0.403,2,187820,220967.0,0.176,0,1,1,0,1,0,0,0.0,0,medium,0,75.5,1
CL5051,59,Salaried,700000,Aggressive,0.297,5,792330,1007465.0,0.272,1,2,1,150000,1,1,1,0.689,1,high,1,79.5,0
CL5052,48,Salaried,150000,Moderate,0.196,0,0,0.0,0.0,0,0,1,50000,0,0,0,0.0,0,low,0,62.7,1
CL5053,49,Self-Employed,150000,Conservative,0.489,0,0,0.0,0.0,1,0,1,150000,0,0,0,0.0,0,medium,0,64.5,1
CL5054,34,Self-Employed,700000,Moderate,0.469,2,423876,418193.0,-0.013,2,0,1,0,1,0,0,0.0,1,high,1,74.3,1
CL5055,35,Business Owner,35000,Conservative,0.233,0,0,0.0,0.0,0,1,1,0,1,0,0,0.0,0,medium,0,74.4,1
CL5056,56,Salaried,100000,Conservative,0.473,2,95660,108528.0,0.135,0,0,1,50000,0,1,0,0.0,0,low,0,65.1,0
CL5057,47,Business Owner,400000,Aggressive,0.656,2,526344,476247.0,-0.095,1,0,0,10000,0,0,0,0.814,1,medium,1,48.1,1
CL5058,38,Self-Employed,50000,Moderate,0.515,1,88526,80442.0,-0.091,0,0,1,10000,0,0,0,0.0,0,low,0,51.2,1
CL5059,39,Self-Employed,150000,Conservative,0.05,0,0,0.0,0.0,0,0,1,50000,0,0,0,0.0,0,medium,0,54.5,1
CL5060,52,Self-Employed,100000,Moderate,0.085,4,624811,732023.0,0.172,0,0,0,50000,0,1,0,0.665,0,low,0,52.2,0
CL5061,55,Self-Employed,150000,Aggressive,0.658,4,736724,891695.0,0.21,0,0,1,400000,1,1,0,0.557,0,low,0,89.1,1
CL5062,44,Self-Employed,250000,Moderate,0.343,3,716311,776477.0,0.084,1,0,1,400000,0,1,0,0.653,0,medium,0,46.6,1
CL5063,40,Business Owner,700000,Conservative,0.649,0,0,0.0,0.0,0,0,1,150000,1,0,0,0.0,1,low,0,70.3,1
CL5064,60,Business Owner,100000,Moderate,0.215,4,583564,551030.0,-0.056,0,1,0,10000,1,1,1,0.0,0,medium,0,100.0,0
CL5065,35,Salaried,150000,Conservative,0.594,2,144929,169013.0,0.166,2,0,1,0,0,1,0,0.0,0,high,0,64.0,1
CL5066,32,Self-Employed,400000,Moderate,0.466,2,328115,335276.0,0.022,0,0,1,150000,0,0,1,0.0,1,low,1,72.1,1
CL5067,41,Self-Employed,50000,Conservative,0.385,4,839769,738308.0,-0.121,0,0,0,10000,1,1,0,0.354,0,medium,0,84.7,0
CL5068,34,Salaried,400000,Aggressive,0.164,1,35302,40044.0,0.134,0,0,1,0,1,0,0,0.0,1,low,0,78.0,1
CL5069,39,Business Owner,35000,Aggressive,0.458,4,633865,507539.0,-0.199,1,1,1,400000,1,1,1,0.336,0,high,1,100.0,1
CL5070,43,Self-Employed,700000,Conservative,0.404,0,0,0.0,0.0,3,0,0,50000,0,0,0,0.0,1,high,1,52.0,0
CL5071,48,Salaried,50000,Aggressive,0.536,4,687143,662525.0,-0.036,0,0,0,0,1,1,1,0.59,0,medium,0,94.1,0
CL5072,51,Salaried,50000,Conservative,0.315,3,830970,695179.0,-0.163,1,0,1,10000,0,0,1,0.743,0,medium,0,65.2,1
CL5073,42,Self-Employed,50000,Moderate,0.451,1,338178,345320.0,0.021,0,0,1,50000,1,0,0,0.0,0,low,0,76.5,1
CL5074,44,Business Owner,100000,Moderate,0.359,2,296849,306293.0,0.032,0,1,1,50000,1,0,0,0.0,0,medium,0,74.5,1
CL5075,59,Business Owner,700000,Moderate,0.499,1,320176,351442.0,0.098,1,0,1,50000,1,0,0,0.0,1,medium,1,83.9,1
CL5076,47,Salaried,35000,Aggressive,0.341,1,361213,309194.0,-0.144,0,0,1,50000,1,0,0,0.0,0,low,0,88.1,1
CL5077,24,Self-Employed,50000,Aggressive,0.271,5,1231382,1012581.0,-0.178,0,1,1,0,1,1,0,0.868,0,medium,1,69.7,0
CL5078,37,Salaried,75000,Conservative,0.59,5,1413143,1590768.0,0.126,0,1,0,400000,1,1,1,0.0,0,medium,0,99.5,0
CL5079,61,Business Owner,250000,Aggressive,0.636,5,1392777,1146088.0,-0.177,1,0,1,0,0,0,0,0.629,0,medium,0,42.2,1
CL5080,55,Self-Employed,50000,Aggressive,0.272,5,827994,966089.0,0.167,0,0,1,0,1,0,1,0.429,0,low,0,96.7,1
CL5081,35,Business Owner,150000,Conservative,0.603,3,731648,857669.0,0.172,1,0,1,150000,1,0,1,0.0,0,low,0,88.9,1
CL5082,62,Self-Employed,100000,Moderate,0.496,1,387673,385693.0,-0.005,1,0,1,400000,0,0,0,0.0,0,medium,0,60.0,1
CL5083,47,Salaried,75000,Aggressive,0.549,3,607828,644995.0,0.061,2,1,1,10000,0,0,0,0.0,0,high,1,62.6,1
CL5084,35,Self-Employed,75000,Aggressive,0.483,1,178248,164649.0,-0.076,0,0,1,0,1,0,0,0.0,0,medium,0,77.0,0
CL5085,34,Salaried,250000,Moderate,0.207,5,942009,795273.0,-0.156,2,0,1,50000,1,1,0,0.423,0,high,1,81.2,0
CL5086,29,Self-Employed,75000,Aggressive,0.379,0,0,0.0,0.0,0,0,0,150000,1,0,0,0.0,0,medium,0,70.9,0
CL5087,48,Salaried,400000,Moderate,0.695,0,0,0.0,0.0,0,0,1,0,1,0,0,0.0,1,low,0,87.1,1
CL5088,39,Self-Employed,150000,Moderate,0.421,2,266706,286925.0,0.076,0,1,1,150000,0,0,0,0.0,0,medium,0,50.2,1
CL5089,44,Self-Employed,50000,Aggressive,0.252,1,269909,315151.0,0.168,1,0,1,50000,0,0,0,0.523,0,low,0,58.0,1
CL5090,32,Self-Employed,150000,Moderate,0.329,5,1022663,1114169.0,0.089,0,0,1,150000,1,1,1,0.591,0,low,0,99.6,1
CL5091,49,Business Owner,150000,Moderate,0.308,4,703685,770710.0,0.095,0,1,0,150000,1,1,0,0.418,0,high,0,81.6,0
CL5092,61,Business Owner,150000,Conservative,0.063,5,1080609,1132680.0,0.048,1,1,1,400000,0,1,0,0.519,0,high,0,70.3,1
CL5093,38,Salaried,150000,Moderate,0.173,3,466880,551390.0,0.181,0,0,0,400000,1,0,0,0.0,0,medium,0,84.2,1
CL5094,29,Business Owner,35000,Conservative,0.527,2,454481,471245.0,0.037,0,0,1,400000,1,0,1,0.0,0,low,0,87.0,1
CL5095,33,Self-Employed,100000,Aggressive,0.605,2,416556,317074.0,-0.239,1,0,1,0,1,1,0,0.0,0,medium,0,86.3,0
CL5096,27,Self-Employed,75000,Moderate,0.4,5,1134929,1427318.0,0.258,0,0,1,10000,1,0,1,0.846,0,low,0,74.5,0
CL5097,39,Business Owner,35000,Conservative,0.085,5,1101331,887674.0,-0.194,0,0,1,150000,1,1,0,0.533,0,low,0,87.6,0
CL5098,58,Salaried,150000,Conservative,0.315,5,1056093,1187142.0,0.124,0,0,1,0,1,1,1,0.0,0,low,0,100.0,0
CL5099,33,Business Owner,100000,Moderate,0.212,2,280019,282062.0,0.007,2,0,1,150000,0,0,1,0.0,0,high,0,69.6,1
CL5100,60,Business Owner,35000,Conservative,0.626,4,579860,544629.0,-0.061,0,0,0,0,1,1,0,0.392,0,low,0,86.4,0
CL5101,48,Business Owner,700000,Conservative,0.192,5,697011,864629.0,0.24,0,2,0,50000,1,0,1,0.402,1,high,1,100.0,0
CL5102,33,Business Owner,100000,Aggressive,0.571,3,398931,485816.0,0.218,0,0,1,10000,1,0,1,0.0,0,low,0,89.7,1
CL5103,27,Self-Employed,35000,Conservative,0.494,5,1294377,1331299.0,0.029,0,0,1,10000,1,1,1,0.0,0,high,0,98.5,1
CL5104,38,Business Owner,150000,Conservative,0.427,5,1261325,1116798.0,-0.115,2,1,1,0,1,1,1,0.0,0,high,1,95.9,0
CL5105,37,Self-Employed,100000,Moderate,0.212,4,944301,1200482.0,0.271,0,0,1,0,1,1,1,0.0,0,low,0,100.0,0
CL5106,61,Self-Employed,50000,Conservative,0.512,5,1032515,795277.0,-0.23,1,0,1,150000,0,1,1,0.463,0,medium,0,73.3,1
CL5107,60,Business Owner,35000,Aggressive,0.57,2,582280,651550.0,0.119,0,1,1,400000,0,0,1,0.325,0,medium,0,78.7,1
CL5108,52,Self-Employed,50000,Moderate,0.221,2,372113,412915.0,0.11,0,2,1,0,1,1,0,0.397,0,medium,0,82.7,0
CL5109,40,Business Owner,250000,Moderate,0.491,4,519176,511241.0,-0.015,0,0,1,150000,1,1,1,0.0,0,low,0,100.0,0
CL5110,56,Self-Employed,400000,Aggressive,0.368,4,747099,663657.0,-0.112,0,1,1,10000,1,0,1,0.312,1,medium,0,100.0,1
CL5111,59,Self-Employed,700000,Conservative,0.323,5,1085862,1353658.0,0.247,1,0,1,400000,1,1,1,0.0,1,medium,1,94.5,0
CL5112,49,Business Owner,35000,Aggressive,0.433,4,677372,592804.0,-0.125,2,0,1,0,0,1,1,0.427,0,high,1,73.4,0
CL5113,32,Business Owner,150000,Conservative,0.26,2,548040,685162.0,0.25,0,1,1,400000,0,1,0,0.0,0,low,0,57.6,1
CL5114,31,Salaried,250000,Aggressive,0.651,5,1180454,1620949.0,0.373,0,0,1,50000,1,1,1,0.839,0,low,0,82.6,0
CL5115,41,Self-Employed,700000,Moderate,0.447,3,809860,965974.0,0.193,0,0,1,0,1,0,1,0.662,1,low,0,67.8,1
CL5116,62,Business Owner,50000,Conservative,0.123,0,0,0.0,0.0,1,1,1,50000,0,0,0,0.0,0,high,0,58.3,1
CL5117,52,Business Owner,150000,Aggressive,0.297,0,0,0.0,0.0,1,0,1,10000,1,0,0,0.0,0,medium,0,86.4,1
CL5118,31,Business Owner,35000,Conservative,0.317,1,28079,31794.0,0.132,1,0,1,150000,1,0,0,0.0,0,medium,0,70.9,1
CL5119,45,Salaried,700000,Conservative,0.26,3,772805,887598.0,0.149,1,1,1,50000,0,1,0,0.0,1,high,1,61.5,1
CL5120,45,Salaried,250000,Moderate,0.275,4,945012,1077365.0,0.14,2,0,1,50000,0,1,1,0.0,0,high,1,81.6,0
CL5121,55,Business Owner,700000,Conservative,0.658,5,388304,326956.0,-0.158,0,1,1,10000,0,1,1,0.459,1,high,1,79.8,1
CL5122,38,Self-Employed,100000,Moderate,0.161,4,1158454,1579737.0,0.364,1,1,1,0,0,1,0,0.0,0,high,0,72.5,0
CL5123,30,Self-Employed,150000,Conservative,0.75,2,353337,370162.0,0.048,0,1,1,50000,0,0,0,0.0,0,low,0,58.6,1
CL5124,61,Business Owner,250000,Conservative,0.472,0,0,0.0,0.0,0,0,1,150000,0,0,0,0.0,0,low,0,63.4,1
CL5125,30,Business Owner,100000,Aggressive,0.429,3,708960,762124.0,0.075,0,0,1,0,1,1,0,0.0,0,low,0,90.0,0
CL5126,29,Salaried,100000,Aggressive,0.361,1,60137,52994.0,-0.119,1,1,1,150000,1,0,0,0.0,0,high,1,72.3,1
CL5127,52,Salaried,50000,Aggressive,0.209,0,0,0.0,0.0,0,0,1,400000,1,0,0,0.0,0,low,0,84.4,1
CL5128,51,Self-Employed,700000,Conservative,0.442,3,699302,742515.0,0.062,1,0,1,150000,0,1,0,0.36,1,low,0,68.3,0
CL5129,39,Business Owner,100000,Moderate,0.243,4,998332,752355.0,-0.246,0,0,1,50000,1,0,1,0.0,0,low,0,89.3,0
CL5130,56,Business Owner,100000,Aggressive,0.477,3,1052139,1121868.0,0.066,0,0,1,50000,0,0,1,0.881,0,low,0,57.6,1
CL5131,43,Business Owner,35000,Moderate,0.513,1,344173,291654.0,-0.153,0,0,1,10000,0,0,0,0.34,0,low,0,59.9,1
CL5132,51,Business Owner,35000,Conservative,0.39,2,144306,129315.0,-0.104,0,0,1,0,0,0,0,0.0,0,low,0,66.4,1
CL5133,54,Salaried,150000,Conservative,0.475,5,1328727,1422641.0,0.071,0,1,1,150000,1,1,1,0.0,0,high,1,99.6,1
CL5134,29,Self-Employed,75000,Aggressive,0.178,0,0,0.0,0.0,0,0,1,50000,1,0,0,0.0,0,low,0,71.8,1
CL5135,51,Salaried,100000,Aggressive,0.403,5,928077,807857.0,-0.13,0,0,1,0,0,1,0,0.522,0,medium,0,72.8,0
CL5136,56,Business Owner,35000,Conservative,0.482,2,342777,249505.0,-0.272,0,0,1,50000,1,0,0,0.0,0,low,0,97.7,1
CL5137,52,Salaried,150000,Moderate,0.254,0,0,0.0,0.0,0,0,1,10000,1,0,0,0.0,0,low,0,87.6,1
CL5138,55,Salaried,400000,Conservative,0.371,3,463616,421750.0,-0.09,0,0,1,0,0,0,0,0.746,1,low,1,44.0,0
CL5139,25,Salaried,400000,Aggressive,0.387,3,421369,501599.0,0.19,0,0,1,50000,0,0,1,0.0,1,low,0,73.3,1
CL5140,47,Salaried,100000,Aggressive,0.331,2,451139,429129.0,-0.049,0,0,1,0,1,0,1,0.0,0,low,0,100.0,1
CL5141,58,Salaried,700000,Conservative,0.473,2,606796,741247.0,0.222,1,0,1,0,0,0,0,0.684,1,medium,0,43.2,0
CL5142,37,Salaried,250000,Moderate,0.475,1,123804,122428.0,-0.011,0,0,1,150000,0,0,0,0.0,0,low,0,53.6,1
CL5143,39,Business Owner,150000,Moderate,0.174,1,46891,33527.0,-0.285,0,0,1,0,1,0,1,0.0,0,low,1,90.9,1
